funding_event_id,announced_at,company_id,company,country,region,tech_category,round_type,amount_musd,valuation_musd,lead_investor,sentiment_score,trend_score,estimated_hiring_impact_pct,risk_indicator,innovation_score,adoption_score,source_reference
FND-900011,2025-12-25T00:00:00,CMP-002,Anthropic,United States,North America,AI Agents,Growth Round,264.51,3356.35,SoftBank,0.224,59.1,3.42,low,90.45,72.54,https://funding.example.com/900011
FND-900012,2026-02-26T00:00:00,CMP-002,Anthropic,United States,North America,LLM,Tender Offer,171.97,3183.73,Corporate VC,0.169,65.31,3.74,low,90.97,68.44,https://funding.example.com/900012
FND-900013,2026-04-15T00:00:00,CMP-002,Anthropic,United States,North America,Enterprise AI,Growth Round,105.92,2502.78,Sequoia,0.087,60.66,2.0,low,82.79,80.77,https://funding.example.com/900013
FND-900014,2025-05-11T00:00:00,CMP-003,Google DeepMind,United States,North America,Robotics,Capex Allocation,390.2,7508.09,SoftBank,0.091,31.66,3.74,low,86.58,52.67,https://funding.example.com/900014
FND-900015,2025-07-02T00:00:00,CMP-003,Google DeepMind,United States,North America,Robotics,Capex Allocation,335.33,7380.2,Coatue,0.17,27.35,2.45,low,86.76,53.72,https://funding.example.com/900015
FND-900016,2025-08-07T00:00:00,CMP-003,Google DeepMind,United States,North America,Enterprise AI,Internal Investment,459.3,5323.56,Lightspeed,0.154,56.5,3.77,low,82.49,84.01,https://funding.example.com/900016
FND-900017,2025-08-13T00:00:00,CMP-003,Google DeepMind,United States,North America,Enterprise AI,Capex Allocation,474.79,4568.32,Sequoia,0.219,60.14,5.15,low,81.3,81.39,https://funding.example.com/900017
FND-900018,2025-11-22T00:00:00,CMP-003,Google DeepMind,United States,North America,Robotics,Internal Investment,688.05,12324.56,Sequoia,0.171,30.62,2.82,low,88.59,50.4,https://funding.example.com/900018
FND-900019,2025-01-20T00:00:00,CMP-004,NVIDIA,United States,North America,Semiconductors,Strategic Investment,403.68,10270.18,Accel,0.107,53.6,4.83,low,84.76,73.06,https://funding.example.com/900019
FND-900020,2025-06-05T00:00:00,CMP-004,NVIDIA,United States,North America,GPU Infrastructure,Capex Program,697.78,9378.11,General Catalyst,0.134,35.0,3.94,low,82.63,64.7,https://funding.example.com/900020
FND-900021,2025-07-04T00:00:00,CMP-004,NVIDIA,United States,North America,GPU Infrastructure,Follow-on Offering,415.43,11071.28,Accel,0.18,37.55,4.5,low,89.8,58.93,https://funding.example.com/900021
FND-900022,2025-07-11T00:00:00,CMP-004,NVIDIA,United States,North America,GPU Infrastructure,Strategic Investment,369.98,3648.19,Corporate VC,-0.068,37.78,4.69,low,86.9,60.04,https://funding.example.com/900022
FND-900023,2025-07-27T00:00:00,CMP-004,NVIDIA,United States,North America,GPU Infrastructure,Capex Program,419.18,3332.44,Coatue,0.389,37.21,5.08,low,86.31,57.08,https://funding.example.com/900023
FND-900024,2025-08-01T00:00:00,CMP-004,NVIDIA,United States,North America,GPU Infrastructure,Follow-on Offering,800.0,16793.06,General Catalyst,0.27,33.76,10.35,low,90.56,62.91,https://funding.example.com/900024
FND-900025,2025-08-26T00:00:00,CMP-004,NVIDIA,United States,North America,GPU Infrastructure,Follow-on Offering,328.47,2781.9,Corporate VC,0.234,38.8,4.51,low,89.7,56.35,https://funding.example.com/900025
FND-900026,2025-10-14T00:00:00,CMP-004,NVIDIA,United States,North America,Inference Optimization,Follow-on Offering,610.72,9434.43,Lightspeed,0.297,29.78,6.7,low,88.16,53.95,https://funding.example.com/900026
FND-900027,2026-02-22T00:00:00,CMP-004,NVIDIA,United States,North America,Inference Optimization,Strategic Investment,319.34,2508.9,Lightspeed,0.068,21.0,4.43,low,83.71,54.5,https://funding.example.com/900027
FND-900028,2026-03-23T00:00:00,CMP-004,NVIDIA,United States,North America,Semiconductors,Capex Program,435.81,8357.06,General Catalyst,-0.033,51.8,5.26,low,94.96,79.42,https://funding.example.com/900028
FND-900029,2025-01-28T00:00:00,CMP-005,Meta AI,United States,North America,AI Agents,Internal Investment,484.97,7698.98,Accel,0.126,58.68,4.25,low,95.69,62.16,https://funding.example.com/900029
FND-900030,2025-05-01T00:00:00,CMP-005,Meta AI,United States,North America,AI Agents,Capex Allocation,582.17,10982.34,SoftBank,0.325,59.85,4.35,low,95.52,66.71,https://funding.example.com/900030
FND-900031,2025-07-27T00:00:00,CMP-005,Meta AI,United States,North America,AI Agents,Internal Investment,700.0,13365.01,Accel,0.193,66.26,7.1,low,94.2,69.38,https://funding.example.com/900031
FND-900032,2025-09-20T00:00:00,CMP-005,Meta AI,United States,North America,Generative AI,Capex Allocation,700.0,17813.9,SoftBank,0.401,66.12,7.16,low,94.43,71.6,https://funding.example.com/900032
FND-900033,2026-04-02T00:00:00,CMP-005,Meta AI,United States,North America,Generative AI,Internal Investment,229.51,1678.1,Accel,0.101,65.39,2.0,low,93.27,77.52,https://funding.example.com/900033
FND-900034,2025-04-10T00:00:00,CMP-006,Microsoft,United States,North America,C# / .NET,Strategic Investment,255.78,3069.21,SoftBank,0.059,48.4,2.73,low,66.41,50.45,https://funding.example.com/900034
FND-900035,2025-07-10T00:00:00,CMP-006,Microsoft,United States,North America,Enterprise AI,Strategic Investment,128.6,1666.53,Sequoia,0.153,65.25,2.0,low,80.42,84.52,https://funding.example.com/900035
FND-900036,2025-12-16T00:00:00,CMP-006,Microsoft,United States,North America,Developer Tools,Strategic Investment,765.98,15533.25,SoftBank,0.272,45.61,9.58,low,82.22,77.69,https://funding.example.com/900036
FND-900037,2026-03-15T00:00:00,CMP-006,Microsoft,United States,North America,Cloud Computing,Strategic Investment,444.18,10833.66,SoftBank,0.093,51.87,5.48,low,74.55,80.75,https://funding.example.com/900037
FND-900038,2026-03-24T00:00:00,CMP-006,Microsoft,United States,North America,Blazor,Strategic Investment,799.71,8285.55,Accel,-0.0,20.83,4.69,low,69.42,26.22,https://funding.example.com/900038
FND-900039,2026-04-02T00:00:00,CMP-006,Microsoft,United States,North America,Azure,Capex Program,432.07,11243.38,Sequoia,-0.052,55.37,2.5,low,70.88,43.53,https://funding.example.com/900039
FND-900040,2025-01-21T00:00:00,CMP-007,Hugging Face,United States,North America,Open Source AI,Strategic Round,322.63,8372.13,General Catalyst,0.38,44.82,5.67,low,92.84,68.09,https://funding.example.com/900040
FND-900041,2025-08-30T00:00:00,CMP-007,Hugging Face,United States,North America,MLOps,Strategic Round,159.61,2599.81,General Catalyst,0.516,38.35,2.0,low,79.74,65.85,https://funding.example.com/900041
FND-900042,2025-11-23T00:00:00,CMP-007,Hugging Face,United States,North America,MLOps,Growth Round,350.0,9670.97,Sequoia,0.118,33.2,4.09,low,80.17,72.44,https://funding.example.com/900042
FND-900043,2026-01-11T00:00:00,CMP-007,Hugging Face,United States,North America,Open Source AI,Growth Round,123.98,1451.67,Lightspeed,0.183,48.67,2.0,low,89.3,65.52,https://funding.example.com/900043
FND-900044,2026-03-29T00:00:00,CMP-007,Hugging Face,United States,North America,Developer Tools,Strategic Round,134.27,1656.81,Lightspeed,0.148,41.46,2.49,low,81.77,71.77,https://funding.example.com/900044
FND-900045,2026-04-19T00:00:00,CMP-007,Hugging Face,United States,North America,Open Source AI,Strategic Round,350.0,5117.84,Coatue,0.34,43.34,3.78,low,88.41,64.31,https://funding.example.com/900045
FND-900046,2026-04-26T00:00:00,CMP-007,Hugging Face,United States,North America,Open Source AI,Tender Offer,103.46,1786.93,Coatue,0.291,45.94,2.17,low,92.2,59.07,https://funding.example.com/900046
FND-900047,2025-01-03T00:00:00,CMP-008,Perplexity,United States,North America,AI Agents,Growth Round,205.08,5191.45,General Catalyst,0.371,64.26,2.99,low,88.18,66.71,https://funding.example.com/900047
FND-900048,2025-02-25T00:00:00,CMP-008,Perplexity,United States,North America,LLM,Growth Round,113.6,2835.59,General Catalyst,0.501,63.18,2.14,low,90.95,70.35,https://funding.example.com/900048
FND-900049,2025-03-13T00:00:00,CMP-008,Perplexity,United States,North America,LLM,Growth Round,233.14,3367.7,Sequoia,0.181,61.63,4.29,low,90.79,74.09,https://funding.example.com/900049
FND-900050,2025-07-09T00:00:00,CMP-008,Perplexity,United States,North America,AI Agents,Tender Offer,321.07,6917.97,Coatue,0.289,51.45,4.85,low,93.28,65.68,https://funding.example.com/900050
FND-900051,2026-01-31T00:00:00,CMP-008,Perplexity,United States,North America,LLM,Growth Round,190.91,5064.83,SoftBank,0.14,65.42,2.0,low,87.86,71.73,https://funding.example.com/900051
FND-900052,2026-02-02T00:00:00,CMP-008,Perplexity,United States,North America,Enterprise AI,Strategic Round,90.61,2130.19,SoftBank,0.076,57.08,2.0,low,83.97,78.26,https://funding.example.com/900052
FND-900053,2026-02-28T00:00:00,CMP-008,Perplexity,United States,North America,Enterprise AI,Tender Offer,290.41,3088.26,Coatue,0.303,61.51,2.83,low,81.33,82.67,https://funding.example.com/900053
FND-900054,2025-01-02T00:00:00,CMP-009,Scale AI,United States,North America,Enterprise AI,Growth Round,162.86,2669.43,Coatue,0.107,57.3,2.0,low,83.48,77.77,https://funding.example.com/900054
FND-900055,2025-04-13T00:00:00,CMP-009,Scale AI,United States,North America,Enterprise AI,Growth Round,252.8,3450.57,Accel,0.122,58.15,2.38,low,84.01,74.41,https://funding.example.com/900055
FND-900056,2025-06-23T00:00:00,CMP-009,Scale AI,United States,North America,Enterprise AI,Strategic Round,286.8,7980.87,Corporate VC,0.141,63.32,3.29,low,84.39,77.47,https://funding.example.com/900056
FND-900057,2025-12-30T00:00:00,CMP-009,Scale AI,United States,North America,Enterprise AI,Tender Offer,224.2,1899.97,Corporate VC,0.29,56.48,2.0,low,79.46,78.94,https://funding.example.com/900057
FND-900058,2026-02-16T00:00:00,CMP-009,Scale AI,United States,North America,AI Agents,Growth Round,195.77,1819.38,Coatue,0.158,58.62,3.66,low,92.7,71.01,https://funding.example.com/900058
FND-900059,2026-04-09T00:00:00,CMP-009,Scale AI,United States,North America,AI Agents,Tender Offer,223.08,4332.74,Coatue,0.189,64.68,2.69,low,93.3,70.19,https://funding.example.com/900059
FND-900060,2026-04-13T00:00:00,CMP-009,Scale AI,United States,North America,AI Agents,Tender Offer,135.64,3192.43,Accel,0.066,64.67,2.0,low,92.83,62.88,https://funding.example.com/900060
FND-900061,2025-01-09T00:00:00,CMP-010,Databricks,United States,North America,MLOps,Strategic Round,273.04,5413.75,SoftBank,0.311,34.65,3.24,low,83.92,71.5,https://funding.example.com/900061
FND-900062,2025-02-01T00:00:00,CMP-010,Databricks,United States,North America,Data Engineering,Growth Round,178.39,4368.67,Corporate VC,0.144,43.37,2.8,low,80.73,83.08,https://funding.example.com/900062
FND-900063,2025-02-04T00:00:00,CMP-010,Databricks,United States,North America,Enterprise AI,Growth Round,198.44,2662.31,Accel,0.421,58.46,3.48,low,83.67,74.01,https://funding.example.com/900063
FND-900064,2025-04-19T00:00:00,CMP-010,Databricks,United States,North America,Enterprise AI,Strategic Round,135.09,2826.92,Lightspeed,0.326,59.61,2.0,low,85.58,81.59,https://funding.example.com/900064
FND-900065,2025-04-25T00:00:00,CMP-010,Databricks,United States,North America,Enterprise AI,Growth Round,80.0,1958.22,General Catalyst,0.159,55.12,2.0,low,82.55,77.77,https://funding.example.com/900065
FND-900066,2025-05-24T00:00:00,CMP-010,Databricks,United States,North America,MLOps,Growth Round,350.0,3037.73,General Catalyst,0.228,38.1,2.95,low,73.91,67.39,https://funding.example.com/900066
FND-900067,2025-05-30T00:00:00,CMP-010,Databricks,United States,North America,MLOps,Growth Round,300.28,5328.65,Coatue,-0.115,43.58,5.61,low,80.27,62.92,https://funding.example.com/900067
FND-900068,2025-01-03T00:00:00,CMP-011,Snowflake,United States,North America,SaaS,Capex Program,800.0,20922.52,SoftBank,0.039,32.49,7.67,low,65.65,79.91,https://funding.example.com/900068
FND-900069,2025-02-06T00:00:00,CMP-011,Snowflake,United States,North America,Cloud Computing,Capex Program,397.74,8045.32,Coatue,0.23,51.63,2.62,low,74.83,87.5,https://funding.example.com/900069
FND-900070,2025-03-11T00:00:00,CMP-011,Snowflake,United States,North America,Cloud Computing,Follow-on Offering,444.54,5215.47,SoftBank,-0.11,46.62,4.01,low,78.14,85.57,https://funding.example.com/900070
FND-900071,2025-04-25T00:00:00,CMP-011,Snowflake,United States,North America,SaaS,Strategic Investment,326.21,8859.54,SoftBank,0.221,36.81,2.72,low,61.41,78.88,https://funding.example.com/900071
FND-900072,2025-06-08T00:00:00,CMP-011,Snowflake,United States,North America,Data Engineering,Strategic Investment,349.56,7998.23,Corporate VC,-0.13,36.91,3.05,low,77.2,74.87,https://funding.example.com/900072
FND-900073,2025-07-18T00:00:00,CMP-011,Snowflake,United States,North America,Data Engineering,Follow-on Offering,244.93,5305.49,Accel,-0.0,43.93,2.0,low,75.16,76.47,https://funding.example.com/900073
FND-900074,2025-09-15T00:00:00,CMP-011,Snowflake,United States,North America,Data Engineering,Follow-on Offering,244.51,3726.12,Coatue,0.12,47.52,2.11,low,76.06,80.07,https://funding.example.com/900074
FND-900075,2026-03-11T00:00:00,CMP-011,Snowflake,United States,North America,SaaS,Capex Program,531.46,13255.72,Corporate VC,0.027,36.08,6.13,low,65.1,85.1,https://funding.example.com/900075
FND-900076,2026-03-28T00:00:00,CMP-011,Snowflake,United States,North America,SaaS,Capex Program,191.85,1361.99,General Catalyst,-0.013,39.43,2.7,low,65.84,70.67,https://funding.example.com/900076
FND-900077,2026-03-31T00:00:00,CMP-011,Snowflake,United States,North America,Data Engineering,Capex Program,160.49,3688.52,General Catalyst,0.053,37.57,2.0,low,78.14,79.22,https://funding.example.com/900077
FND-900078,2025-04-15T00:00:00,CMP-012,AWS,United States,North America,Enterprise AI,Capex Allocation,208.74,5763.41,Accel,0.149,59.82,2.02,low,85.39,81.67,https://funding.example.com/900078
FND-900079,2025-06-04T00:00:00,CMP-012,AWS,United States,North America,Data Engineering,Internal Investment,150.0,1740.59,General Catalyst,0.243,48.8,2.0,low,75.04,82.9,https://funding.example.com/900079
FND-900080,2025-11-13T00:00:00,CMP-012,AWS,United States,North America,Cloud Computing,Internal Investment,597.38,10024.97,Sequoia,0.232,54.92,2.7,low,65.96,78.57,https://funding.example.com/900080
FND-900081,2025-12-27T00:00:00,CMP-012,AWS,United States,North America,Enterprise AI,Capex Allocation,465.99,5984.51,SoftBank,0.374,57.13,2.83,low,86.35,77.49,https://funding.example.com/900081
FND-900082,2026-04-01T00:00:00,CMP-012,AWS,United States,North America,Enterprise AI,Capex Allocation,442.76,11657.07,Sequoia,0.212,48.7,2.33,low,84.32,74.37,https://funding.example.com/900082
FND-900083,2025-01-01T00:00:00,CMP-013,Cursor,United States,North America,AI Agents,Growth Round,270.63,6525.37,Corporate VC,0.222,58.5,2.49,low,92.66,70.54,https://funding.example.com/900083
FND-900084,2025-03-02T00:00:00,CMP-013,Cursor,United States,North America,Developer Tools,Growth Round,97.55,2113.27,SoftBank,0.087,46.15,2.0,low,79.5,84.6,https://funding.example.com/900084
FND-900085,2025-05-17T00:00:00,CMP-013,Cursor,United States,North America,AI Agents,Growth Round,198.71,2219.69,Accel,0.361,65.97,4.14,low,85.55,62.63,https://funding.example.com/900085
FND-900086,2025-08-08T00:00:00,CMP-013,Cursor,United States,North America,AI Agents,Growth Round,194.78,3209.11,Coatue,0.453,65.23,3.2,low,91.1,71.52,https://funding.example.com/900086
FND-900087,2025-12-16T00:00:00,CMP-013,Cursor,United States,North America,Developer Tools,Growth Round,160.52,2045.99,Lightspeed,0.49,45.57,3.46,low,81.41,76.13,https://funding.example.com/900087
FND-900088,2026-02-27T00:00:00,CMP-013,Cursor,United States,North America,Developer Tools,Growth Round,350.0,6486.07,General Catalyst,0.271,45.83,4.01,low,80.27,77.53,https://funding.example.com/900088
FND-900089,2026-04-15T00:00:00,CMP-013,Cursor,United States,North America,AI Agents,Strategic Round,202.44,4066.5,Accel,0.319,57.98,4.0,low,87.03,71.96,https://funding.example.com/900089
FND-900090,2025-04-30T00:00:00,CMP-014,Replit,United States,North America,AI Agents,Tender Offer,122.97,2716.6,Sequoia,0.34,68.62,2.15,low,91.88,68.93,https://funding.example.com/900090
FND-900091,2025-07-14T00:00:00,CMP-014,Replit,United States,North America,AI Agents,Strategic Round,175.56,3970.5,General Catalyst,0.156,61.94,2.88,low,94.31,69.68,https://funding.example.com/900091
FND-900092,2025-09-08T00:00:00,CMP-014,Replit,United States,North America,Developer Tools,Growth Round,252.69,6500.8,Coatue,0.203,50.29,3.73,low,84.55,74.41,https://funding.example.com/900092
FND-900093,2025-12-14T00:00:00,CMP-014,Replit,United States,North America,AI Agents,Strategic Round,217.95,2426.1,Coatue,0.17,65.86,3.09,low,91.02,74.02,https://funding.example.com/900093
FND-900094,2025-12-17T00:00:00,CMP-014,Replit,United States,North America,Automation,Growth Round,295.12,3462.52,SoftBank,0.342,32.08,2.62,low,73.08,71.72,https://funding.example.com/900094
FND-900095,2026-01-05T00:00:00,CMP-014,Replit,United States,North America,Developer Tools,Tender Offer,285.73,6226.06,Corporate VC,0.04,49.64,2.98,low,89.94,81.36,https://funding.example.com/900095
FND-900096,2026-03-19T00:00:00,CMP-014,Replit,United States,North America,Automation,Growth Round,252.01,4551.52,General Catalyst,0.284,35.86,4.98,low,75.1,69.25,https://funding.example.com/900096
FND-900097,2025-01-04T00:00:00,CMP-015,Windsurf,United States,North America,Automation,Strategic Round,209.81,4863.2,Accel,0.167,37.22,2.07,low,73.78,68.41,https://funding.example.com/900097
FND-900098,2025-02-13T00:00:00,CMP-015,Windsurf,United States,North America,Developer Tools,Growth Round,177.69,2825.33,General Catalyst,0.415,47.49,2.45,low,86.25,71.13,https://funding.example.com/900098
FND-900099,2025-02-18T00:00:00,CMP-015,Windsurf,United States,North America,Developer Tools,Growth Round,252.03,6548.49,Coatue,0.287,41.44,3.85,low,79.01,77.49,https://funding.example.com/900099
FND-900100,2025-05-06T00:00:00,CMP-015,Windsurf,United States,North America,AI Agents,Growth Round,350.0,7195.41,SoftBank,0.24,60.52,7.46,low,90.06,63.16,https://funding.example.com/900100
FND-900101,2025-05-13T00:00:00,CMP-015,Windsurf,United States,North America,AI Agents,Growth Round,350.0,7808.92,Sequoia,-0.036,64.15,6.35,low,88.65,69.93,https://funding.example.com/900101
FND-900102,2025-07-11T00:00:00,CMP-015,Windsurf,United States,North America,AI Agents,Strategic Round,232.58,4848.63,SoftBank,0.308,66.68,3.79,low,89.25,67.75,https://funding.example.com/900102
FND-900103,2025-08-23T00:00:00,CMP-015,Windsurf,United States,North America,AI Agents,Tender Offer,350.0,4451.82,Corporate VC,0.358,61.23,5.9,low,93.12,69.57,https://funding.example.com/900103
FND-900104,2025-02-25T00:00:00,CMP-016,Midjourney,United States,North America,Generative AI,Growth Round,81.0,1378.17,Lightspeed,0.053,67.21,2.0,low,94.43,61.68,https://funding.example.com/900104
FND-900105,2025-03-14T00:00:00,CMP-016,Midjourney,United States,North America,Generative AI,Strategic Round,350.0,6549.61,Corporate VC,0.029,62.87,6.04,low,92.47,76.1,https://funding.example.com/900105
FND-900106,2025-03-20T00:00:00,CMP-016,Midjourney,United States,North America,Generative AI,Strategic Round,296.78,3736.52,Sequoia,0.041,61.44,6.54,low,90.2,71.28,https://funding.example.com/900106
FND-900107,2025-05-17T00:00:00,CMP-016,Midjourney,United States,North America,Generative AI,Growth Round,255.96,6747.73,Lightspeed,0.079,64.69,2.43,low,88.19,66.58,https://funding.example.com/900107
FND-900108,2025-06-12T00:00:00,CMP-016,Midjourney,United States,North America,Generative AI,Strategic Round,255.28,2618.6,SoftBank,0.049,68.47,3.09,low,95.85,72.39,https://funding.example.com/900108
FND-900109,2025-07-26T00:00:00,CMP-016,Midjourney,United States,North America,Generative AI,Strategic Round,164.1,1916.21,Coatue,0.364,64.62,2.25,low,89.59,69.13,https://funding.example.com/900109
FND-900110,2025-10-13T00:00:00,CMP-016,Midjourney,United States,North America,Generative AI,Growth Round,80.0,1522.05,Corporate VC,0.315,60.49,2.0,low,95.66,72.47,https://funding.example.com/900110
FND-900111,2025-05-29T00:00:00,CMP-017,Stability AI,United Kingdom,Europe,Open Source AI,Tender Offer,242.36,5781.46,SoftBank,0.302,51.36,4.36,low,86.51,69.61,https://funding.example.com/900111
FND-900112,2025-08-17T00:00:00,CMP-017,Stability AI,United Kingdom,Europe,Generative AI,Tender Offer,277.3,5240.6,Accel,0.082,59.25,3.48,low,91.22,71.04,https://funding.example.com/900112
FND-900113,2025-10-05T00:00:00,CMP-017,Stability AI,United Kingdom,Europe,Generative AI,Strategic Round,350.0,3035.64,Lightspeed,0.158,74.88,4.45,low,92.69,60.67,https://funding.example.com/900113
FND-900114,2025-11-23T00:00:00,CMP-017,Stability AI,United Kingdom,Europe,Open Source AI,Growth Round,313.68,4481.54,Accel,0.289,43.07,6.68,low,89.07,64.74,https://funding.example.com/900114
FND-900115,2025-12-10T00:00:00,CMP-017,Stability AI,United Kingdom,Europe,MLOps,Strategic Round,288.37,7283.8,Lightspeed,0.218,33.8,4.58,low,80.56,68.93,https://funding.example.com/900115
FND-900116,2026-01-06T00:00:00,CMP-017,Stability AI,United Kingdom,Europe,MLOps,Strategic Round,111.47,3106.06,Accel,0.173,40.67,2.0,low,73.85,73.32,https://funding.example.com/900116
FND-900117,2026-04-17T00:00:00,CMP-017,Stability AI,United Kingdom,Europe,Generative AI,Tender Offer,189.32,2393.5,Sequoia,0.209,67.11,3.03,low,89.17,69.38,https://funding.example.com/900117
FND-900118,2025-01-02T00:00:00,CMP-018,Mistral AI,France,Europe,LLM,Tender Offer,225.89,2235.95,Sequoia,0.36,69.32,4.89,low,95.51,64.39,https://funding.example.com/900118
FND-900119,2025-06-24T00:00:00,CMP-018,Mistral AI,France,Europe,Inference Optimization,Strategic Round,111.92,1259.29,SoftBank,0.208,32.65,2.0,low,83.14,58.05,https://funding.example.com/900119
FND-900120,2025-06-25T00:00:00,CMP-018,Mistral AI,France,Europe,Enterprise AI,Growth Round,144.06,1513.91,SoftBank,0.274,50.52,2.47,low,83.11,77.18,https://funding.example.com/900120
FND-900121,2025-07-28T00:00:00,CMP-018,Mistral AI,France,Europe,Open Source AI,Strategic Round,350.0,5483.7,Sequoia,0.218,44.26,3.51,low,90.05,70.16,https://funding.example.com/900121
FND-900122,2025-08-03T00:00:00,CMP-018,Mistral AI,France,Europe,LLM,Growth Round,279.11,5355.91,General Catalyst,0.152,70.09,5.27,low,90.29,69.73,https://funding.example.com/900122
FND-900123,2025-09-24T00:00:00,CMP-018,Mistral AI,France,Europe,Open Source AI,Strategic Round,215.36,2466.36,Lightspeed,0.212,42.83,3.52,low,90.93,66.23,https://funding.example.com/900123
FND-900124,2025-09-27T00:00:00,CMP-018,Mistral AI,France,Europe,LLM,Growth Round,151.43,2430.83,Lightspeed,0.191,62.38,2.13,low,88.63,73.15,https://funding.example.com/900124
FND-900125,2025-01-02T00:00:00,CMP-019,CoreWeave,United States,North America,Inference Optimization,Strategic Investment,286.86,3575.73,Coatue,0.083,26.47,2.0,low,87.72,60.26,https://funding.example.com/900125
FND-900126,2025-04-18T00:00:00,CMP-019,CoreWeave,United States,North America,GPU Infrastructure,Capex Program,306.33,8378.08,Corporate VC,0.28,38.81,2.26,low,83.94,55.32,https://funding.example.com/900126
FND-900127,2025-06-08T00:00:00,CMP-019,CoreWeave,United States,North America,GPU Infrastructure,Capex Program,524.36,9733.34,Lightspeed,-0.12,33.09,6.77,low,90.6,59.25,https://funding.example.com/900127
FND-900128,2025-07-29T00:00:00,CMP-019,CoreWeave,United States,North America,Inference Optimization,Strategic Investment,290.48,2272.04,Sequoia,0.164,30.77,2.0,low,82.51,50.78,https://funding.example.com/900128
FND-900129,2025-12-09T00:00:00,CMP-019,CoreWeave,United States,North America,GPU Infrastructure,Follow-on Offering,357.23,2910.9,General Catalyst,0.098,37.11,4.15,low,82.7,67.86,https://funding.example.com/900129
FND-900130,2026-01-21T00:00:00,CMP-019,CoreWeave,United States,North America,GPU Infrastructure,Capex Program,314.81,4053.89,SoftBank,0.291,45.35,4.7,low,83.89,62.37,https://funding.example.com/900130
FND-900131,2025-01-12T00:00:00,CMP-020,Figure,United States,North America,Robotics,Growth Round,140.78,1499.97,Coatue,0.061,35.88,2.0,low,83.36,54.45,https://funding.example.com/900131
FND-900132,2025-03-04T00:00:00,CMP-020,Figure,United States,North America,Robotics,Growth Round,231.85,4734.97,General Catalyst,0.202,34.16,2.0,low,83.27,49.28,https://funding.example.com/900132
FND-900133,2025-03-20T00:00:00,CMP-020,Figure,United States,North America,Semiconductors,Growth Round,240.27,3654.66,Sequoia,0.147,45.86,3.88,low,84.87,71.71,https://funding.example.com/900133
FND-900134,2025-05-29T00:00:00,CMP-020,Figure,United States,North America,Robotics,Strategic Round,100.78,1803.36,Lightspeed,0.048,27.88,2.0,low,87.74,54.69,https://funding.example.com/900134
FND-900135,2025-06-13T00:00:00,CMP-020,Figure,United States,North America,Semiconductors,Strategic Round,292.41,2581.68,Coatue,-0.083,43.81,3.56,low,89.09,80.48,https://funding.example.com/900135
FND-900136,2026-01-31T00:00:00,CMP-020,Figure,United States,North America,Semiconductors,Growth Round,271.31,4337.37,Sequoia,0.198,50.25,5.81,low,87.62,70.68,https://funding.example.com/900136
FND-900137,2026-03-21T00:00:00,CMP-020,Figure,United States,North America,Semiconductors,Tender Offer,112.31,1152.27,Corporate VC,-0.008,46.93,2.15,low,84.34,71.17,https://funding.example.com/900137
